,0
vis_lifestyle_scene,0.13042974392554954
vis_product_close-up,0.12723073253434058
vis_unboxing_scene,0.11442716193066066
n_frames,0.09041059809285219
vis_before_and_after_comparison,0.08663364010528879
duration_sec,0.07323605657419101
vis_discount_price_display,0.07309706273359469
speech_rate,0.07273014094288063
vis_text_overlay_promotion,0.06352544372521762
vis_person_using_product,0.06298908609945979
vis_celebrity_endorsement,0.06245865686714071
n_segments,0.042831676468823805
